rxnid	ecnum	substrates	products
478550	5.5.1.-	4 80205 765 	319026 
478640	1.13.11.-	115337 75 	4 40 50413 
478757	1.14.11.-	343855 75 382 	390560 21 72 13 
478783	2.3.1.180	3296 	21 172 
478910	2.3.1.39	5296 	172 
478940	2.1.2.5	514870 342 	4 72037 23647 
478988	6.3.-.-	89216 338 7 	514895 9 10 
479077	3.1.3.-	469936 13 	115 514959 
479125	1.2.1.-	20757 172 286 	21 233 186 
479160	1.1.1.-	245 13 62814 	4 1054 82894 
479224	2.5.1.-	1042 308814 	515076 10 
479410	1.1.1.42	4 83018 286 	21 233 382 
479500	2.7.6.1	15829 7 	21635 4 9 
479633		149777 7 13 	149777 115 45 
479660	3.6.3.25	7 13 4862 	115 4 45 4862 
479749	6.4.1.4	31233 3569 7 	115 4 491965 45 
479750	2.4.1.1	59280 115 	289 145 
479809	1.3.1.103	333875 286 	4 233 373740 
479838	6.2.1.-	7 142698 172 	9 10 513500 
479915		4 233 308814 75 	239735 13 286 
479924	2.1.1.148	185109 1175 57962 	117027 515600 1357 
479928	3.5.1.107	330838 13 	4 85 217 
479987		4 373135 	4 373135 
480007	2.4.1.17	110951 557 	4 515661 559 
480080		1811 271 	1811 271 
480101	3.5.99.7	230192 13 	4 217 4218 
480155	2.5.1.-	4 66299 5902 	515777 10 
480187	1.12.1.3	2040 286 	4 233 
480225	1.2.1.3	515827 245 13 	4 184 57245 
480265	1.3.1.56	245 122461 	4 184 98008 
480310		515892 75 	4 485249 
480330	4.2.3.132	254365 	515908 10 
480404		13 515961 	342 132360 
480424	1.2.1.3	245 7461 13 	9059 4 184 
480459		348658 72472 	515995 
480737	2.3.1.155	516224 186 	516225 172 
480800	2.7.1.15	7 	194963 4 45 
480813	2.1.1.251	176150 4 	51977 
480856	1.1.1.272	286 34846 	4 233 4218 
480884	2.1.1.67	0 63366 63367 	4 5 63367 
480889	6.3.1.-	59222 7 516314 	9 10 516315 
481016	2.3.1.109	212 70 	79168 4 172 
481111	2.7.1.167	24194 7 	4 45 263322 
481279	2.7.4.8	5120 189140 	155477 20441 
481324	1.4.3.24	75 13 135677 	121 135678 16718 
481328	6.3.5.9	237445 2534 7 13 	115 4 30597 342 45 
481330		157431 7 13 	115 157431 45 
481360	1.1.1.-	516703 286 	4 88617 233 
481418	2.7.1.85	7 2764 	4 2765 45 
481478		207228 	4547 13 
481585		4 251227 75 	491487 13 
481665	4.1.1.71	4 1069 382 	21 297707 
481691	1.8.1.4	2386 29668 	2386 4 256364 
481767	1.1.1.4	245 146964 	4 23048 1054 
481771	3.7.1.12	13 414 	416 4 415 
481812	2.4.1.129	376266 	90305 4 183 
481866	2.3.1.172	3570 42857 	42857 172 
481873	1.1.1.-	245 282125 	21 184 517085 
481903		1811 5924 693 	1811 5924 693 
481932	1.1.1.86	52699 286 	2592 4 233 
481939	4.99.1.3	30598 58860 	4 172412 
482017	2.1.1.133	0 42089 	5 46967 
482068	2.3.1.29	3296 55 	264581 4 172 
482096		517278 172 	70 4810 
482153	2.3.1.154	517327 249 	517328 172 
482284	2.1.1.151	168121 687 	4 682 2861 
482349		517478 1015 	76561 
482407		7 13 13453 	115 45 13453 
482538	1.3.1.21	16996 233 	16995 286 
482570	5.4.4.2	64283 	67952 
482687		50491 	50491 
482704	1.1.1.298	46531 286 	4 20757 233 
482710	4.1.3.-	0 38491 	21 521 126 127 
482803	1.1.1.-	517804 286 	162320 4 233 
482809	2.2.1.1	12096 159942 	23498 3663 
482825	6.1.1.19	7 54025 	9 10 
482871	5.3.1.5	11848 81150 	11995 
483096	2.1.1.-	0 167926 	5 308226 
483120		181490 	4 513816 
483127	1.2.1.-	2018 245 13 	6579 4 184 
483142		4 55 	4 55 
483172	2.4.1.83	23782 4345 	476 80751 
483175	2.8.3.2	28926 2047 	72 77423 
483291	1.14.13.-	4 518179 233 75 	518180 13 286 
483299	2.4.1.276	602 1658 	4 518188 559 
483311	2.4.1.276	1658 602 	4 518200 559 
483374	2.3.1.29	3296 55 	2050 36438 
483383	6.3.5.3	2534 7 13 23646 	115 342 37820 45 
483464	3.3.2.12	75578 13 	282807 
483494	2.7.1.151	7 1788 	4 67782 45 
483644	4.2.1.8	2203 	13 142 
483688	3.5.2.7	4 13 21581 	72037 
483706		89371 	67124 
483716	5.-.-.-	84013 	518486 
483734	1.3.8.7	56337 2546 4 	1175 357452 
483772	1.14.13.105	178258 4 233 75 	316060 13 286 
483785	1.14.11.-	419302 75 382 	21 72 192138 
483787		518533 4 13 	120 447689 
483803	3.6.1.1	10 13 	115 
483825		121569 518566 	4 243547 559 
483826	6.1.1.3	5765 102171 	10 13358 
483968	1.1.1.-	245 138792 	227553 4 184 
484066	1.13.11.-	75 518730 	4 105082 
484067		645 	645 
484116	6.1.1.18	454 7 	9 10 
484144	2.7.1.86	7 1054 	4 233 45 
484151	6.2.1.12	7 172 2174 	4 127142 9 10 
484266	2.4.1.173	381239 602 31532 	518867 4 559 
484285	1.14.14.-	2544 162075 75 	2546 4 42857 13 
484310	5.3.3.5	136563 	155142 
484365	2.4.1.-	147482 31532 	76515 486224 
484366	1.10.3.1	1010 75 	232696 13 
484374		382 	382 
484407	6.2.1.-	7 172 518952 	9 3178 10 
484424	4.4.1.4	279137 	4 327 253405 
484480	1.3.3.3	18913 4 75 	641 21 13 
484495	1.3.3.3	18913 75 	641 21 121 
484508	2.6.1.22	296330 382 	21124 342 
484555	1.5.1.34	4 74940 1054 	245 74939 
484610	1.6.5.5	233 	286 
484631	4.2.3.4	175733 	115 103525 
484636		519119 13 	120 222681 170 
484644	2.4.2.-	121699 91320 	16160 519123 
484659	4.2.1.116	127798 	13 25391 
484722	2.8.1.1	7092 4862 	2179 4 886 
484742	3.5.4.10	13 13358 	8367 
484749	3.1.3.56	519203 13 	115 415570 
484756	4.2.1.2	5924 	85 13 
484758	1.14.16.1	338 8466 75 	122 267915 
484798	4.2.1.119	519243 13 	519244 
484880	6.1.1.21	7 105455 	9 10 
484895	2.2.1.1	932 185806 	6474 12094 
484934	2.4.-.-	365172 64854 	519356 45 
484958	1.3.1.14	245 329 	4 184 331 
485017	2.8.1.6	239785 687 	52992 126 127 
485025	2.7.7.12	602 31532 24140 	145 525 
485043	1.14.13.70	4 104807 233 75 	104808 13 286 
485088	2.4.1.173	602 15998 	519460 4 559 
485180	2.3.3.1	3296 696 13 	31712 4 172 
485314	1.3.5.5	15318 2649 	107010 24874 
485375	3.1.3.84	519699 13 	115 43326 
485418	2.7.9.3	5765 168251 13 	2224 115 13358 
485469	1.13.12.20	26705 75 	519779 13 
485514	6.3.4.2	2534 7 1804 13 	131 115 4 342 45 
485515	1.-.-.-	33796 75 13 	519807 75 13 
485576		107991 687 	21 5708 2861 
485624	1.14.13.-	184 75 32251 	245 519902 13 
485648	3.1.8.1	11851 13 	4 11852 11853 
485655	3.3.2.-	228889 13 	100 645 
485656	1.14.13.28	124417 4 233 75 	124418 13 286 
485700		1042 18860 391609 	10 519960 
485729	5.3.1.21	519982 	519983 
485750	6.1.1.16	4 7 20248 	9 10 
485852	4.1.3.6	31712 	53 696 
485905	1.1.1.75	114981 245 	4 184 40221 
485987	2.7.1.127	7 1788 	39537 4 45 
486092	2.7.7.4	784 5765 	10 379403 
486182	3.5.1.10	13 543 	849 4 2728 
486329	2.3.1.65	566 55 	119552 4 172 
486338		273765 1811 	273765 1811 
486367	4.1.99.20	188484 	115 4 126765 13 
486388	1.1.1.35	245 520475 	4 184 283423 
486437	3.5.1.-	124978 13 	4 217 91389 
486456		1640 	1640 
486676	6.3.1.-	229139 7 120 	90304 4 9 10 
486759	4.2.1.79	93301 	73674 13 
486854	1.13.11.-	75 520875 	4 418492 
486905	4.1.1.1	170 	416 21 
486920	3.1.3.39	137335 13 	115 110309 
486928	6.3.1.2	342 7 217 	115 2534 45 
487048		2386 	2386 4 
487085	6.3.1.10	114981 741 7 	738 115 4 45 
487096	2.1.1.-	0 521050 	4 5 521051 
487201	2.5.1.6	7 1256 13 	115 16436 4 10 
487244		138465 13 	97949 
487250		5296 115 45 	3569 7 1417 
487268	1.3.1.-	4 233 521180 	521181 286 
487339	1.2.1.32	245 13 46142 	4 16536 1054 
487449	4.6.1.2	5290 	10 10799 
487525	2.7.7.4	784 7 	10 170956 
487561	2.4.1.236	121569 62665 	4 196569 559 
487569	1.1.1.-	245 194840 	4 184 37257 
487574		46097 501402 	521404 13 
487580	2.1.1.103	47443 2860 	1072 4 42501 
487735	3.2.1.20	6801 13 	101 734 
487845	1.2.3.8	41081 75 13 	121 101134 
487847	2.1.1.6	26474 687 	4 42312 2861 
487870	3.1.1.13	521614 13 	4 289376 599 
487881		81150 	81150 
487914	5.3.3.5	136563 	42960 
487928	2.7.7.35	4 15829 45 	115 43326 
487987	1.14.14.13	151 75 	4 154 13 
487989		2909 286 	4 233 5214 
488044	2.5.1.6	7 13 127 	115 10 687 
488150	2.7.7.43	131 25529 	104711 10 
488410	1.14.12.-	4 184 75 58974 	497078 245 
488458	1.1.1.14	245 298985 	224 4 1054 
488485		192161 13 	522085 
488495	4.1.2.-	61456 	12096 38859 
488508	6.1.1.16	149777 4 7 	9 10 
488522		245 75 519244 172 13 	338516 4 184 121 186 
488534	2.4.1.-	147482 31532 	76515 500826 
488546	3.5.2.-	49968 13 	48167 
488547	3.5.1.4	208115 13 	617 6956 
488591	3.1.2.-	59905 13 	4 599 172 
488608	2.1.1.-	0 617 	79346 4 5 
488736		73564 	94482 
488740	6.3.2.-	326 7 42700 	4 9 10 521050 
488767	1.14.13.89	4 233 75 84254 	13477 13 286 
488779	1.3.99.10	2546 4 3368 	109963 3370 
488782		135507 7 	4 9 10 195214 
488787	2.1.1.-	0 278789 	522324 4 5 
488864	2.7.2.11	72884 5765 	272307 5769 
488865	2.3.1.16	2774 186 	522381 172 
489019	5.4.99.5	64283 	13423 
489059	3.1.5.1	40402 13 	14996 4 45896 
489125	4.2.1.32	47679 	696 13 
489164	2.1.1.14	24708 4 32458 	32459 127 
489235	2.4.1.195	602 456331 	4 455915 559 
489335	3.1.1.14	522739 13 	522740 4 136636 
489400	3.2.1.122	811 13 	2001 3092 
489448	4.2.1.-	383876 	249177 13 
489483	4.2.3.67	66 	435616 10 
489487		144491 13 	522843 734 
489557	2.4.1.1	115 	145 
489566	3.2.1.z	144491 13 	231010 734 
489579		292752 13 	4 522907 
489648	5.3.1.4	50883 29048 	29049 
489714		416682 	523004 
489720	1.1.1.90	245 207061 	21973 1054 
489744	2.7.6.2	5120 1995 	5121 1069 
489812	1.14.13.-	4 233 75 19439 	523077 13 286 
489867		274312 	784 1194 132254 
489874	1.3.1.87	29376 245 	4 184 13164 
489997	1.5.1.19	19526 13 286 	563 4 233 382 
490144	1.3.8.-	38019 90443 	1175 90444 
490286	1.1.1.142	369294 286 	156035 4 233 
490290	4.1.1.70	56878 	21 668 
490301	2.7.7.27	145 4 7 	835 10 
490466	1.1.2.7	40 	4 1816 
490496	2.5.1.3	60688 41799 	15257 10 
490537		4 512766 687 	523646 127 
490542	4.1.1.85	239571 4 	21 69992 
490567	1.1.3.44	75 403082 	121 523674 
490604	6.3.4.1	63718 7 217 	9826 9 10 
490685	2.1.1.201	126607 687 	4 2861 1247 
490730	2.3.2.10	64339 	4 186684 
490778	2.7.7.77	4 44552 5290 	10 523836 
490808	2.4.1.299	10835 185151 	4 10837 310955 
490870		281486 	4 523904 
490949	2.4.1.-	14101 602 	4 559 523960 
490953	1.7.1.1	245 27 13 	4 184 25 
491058		4 524034 13 	518533 120 
491073	6.3.2.17	342 7 	115 45 
491139	3.2.2.16	4005 13 	33877 282 
491177		61803 	93951 
491213	3.2.1.147	274311 13 	4 274312 271 
491257		446870 	5336 
491322		524222 1390 	3364 321229 
491372	2.2.1.9	67952 4 382 	21 140493 
491551		22771 4 121 	21 13 524438 
491582		186 127 	112708 172 
491591	1.14.13.-	229092 233 75 	524481 13 286 
491611	1.1.3.-	524495 75 	241735 121 
491688	2.6.1.58	338 170 	339 620 
491695	6.2.1.12	52005 7 172 	4 9 10 207788 
491928		4 86981 	373382 
491965		87363 13 	383195 
492057	2.4.1.-	182262 188973 	4 16805 188974 
492059	5.5.1.4	2001 	134964 
492104	1.14.13.-	4 75 143833 	24739 13 
492137	3.6.3.17	7 13 527 	115 45 527 
492341	5.4.99.59	12900 	525032 
492404	3.1.2.2	56337 13 	4 172 30284 
492457		4 211574 233 75 	138130 13 286 
492478		24508 13 	156380 
492551	2.4.1.-	389724 602 	525206 559 
492680	3.4.11.2	13 	55 33708 
492740	2.7.7.60	131 191589 	10 454040 
492748	2.5.1.19	207888 1561 	115 122121 
492785	6.1.1.6	5120 34742 	5121 10 
492882	1.1.1.1	4564 1054 	8309 256329 
492901	1.1.1.35	2386 1308 	2386 4 572 
492979	2.4.1.17	557 79838 	4 559 525527 
493138		186 29693 	59413 172 
493147	1.1.1.1	245 414814 	102033 4 184 
493164	4.4.1.21	58984 	326255 20015 
493166	1.13.11.16	75 13164 	4 390818 
493249	1.14.13.-	233 75 31419 	10104 13 286 
493278	2.3.1.245	211 186 	172 525732 
493294	2.1.2.2	343 23645 	896 4 23646 
493297		4 55 	4 55 
493344	3.1.3.56	415570 13 	115 117174 
493376	3.1.3.-	15829 13 	115 525804 
493467	3.5.99.6	516 13 	16020 217 
493502	1.13.12.1	54025 75 	21 71005 13 
493506		115 16020 	115 16020 
493508	3.10.1.1	175367 13 	784 513 4 
493509	1.1.1.-	184 572 	245 1022 
493510		525892 13 	4 244589 
493525	4.3.1.2	80297 	81777 217 
493562	1.3.1.34	357452 286 	4 357453 233 
493580	1.5.1.5	185109 1594 	244931 1591 
493695	1.14.13.81	233 34602 75 	172138 13 286 
493708		526028 	14996 526029 
493764		39589 13 	4 886 8541 
494033	1.14.13.156	4 309584 233 75 	526275 13 286 
494034	3.1.6.3	526276 13 	784 4 271 
494123	1.3.1.76	245 58860 	184 273580 
494147	3.5.1.108	40996 13 	17155 53 
494169	2.7.6.1	7 6474 	21635 4 9 
494260		526443 7 13 	115 526443 45 
494275	5.4.99.55	84876 	526453 
494283	2.3.1.21	2464 22834 	87194 172 
494293	2.4.1.195	602 162281 	4 526469 559 
494297	3.1.1.81	32087 13 	4 388410 
494309	5.3.99.6	526481 	56949 
494378	1.1.1.102	5532 286 	162214 4 233 
494486		233 31419 75 	13 286 185500 
494498	1.2.1.2	849 245 	21 1054 
494559	1.17.1.3	526686 13 286 	4 526687 233 
494598	1.14.13.39	41783 233 75 	357622 22086 286 
494609	4.2.1.116	316501 	13 25391 
494643	1.1.1.14	464 245 	4 184 1832 
494695		2601 	3194 
494830	2.3.1.9	8229 186 	526896 172 
494838	2.3.3.1	31712 172 	696 186 13 
494839	6.1.1.11	4 7 5963 	9 10 
494911	4.2.3.84	66 13 	526953 10 
494918	1.1.1.34	5401 172 286 	4 233 52861 
494946	1.1.1.193	2386 196909 	2386 4 312972 
495013	1.14.11.39	6312 75 382 	284164 21 72 
495035	2.6.1.57	339 342 	338 382 
495052	1.1.1.270	371577 286 	242227 4 233 
495066	3.5.2.14	7 13 191053 	115 132859 45 
495069		4 95257 	4 95257 
495225	[3.2.1.180, 3.2.1.179]	4864 13 	84993 512564 
495234	1.2.1.-	13 286 623 	290 4 233 
495281		4 342 7 233 	15889 115 45 286 
495372	2.1.1.103	11506 687 	79347 2861 
495387	1.1.1.270	4 233 146060 	136563 286 
495395	1.14.13.49	4 8774 233 75 	161809 13 286 
495467		527367 	527367 
495476	2.4.1.195	602 74012 	527374 559 
495514	2.4.2.17	74146 10 	21635 7 
495541	3.1.8.1	527420 13 	944 461476 4 
495661	4.2.1.-	140514 13 	513558 4 1053 
495753	2.1.1.-	0 266501 	266502 5 
495793		6567 20248 	13 527637 
495990	2.7.7.13	4 5765 1803 	2274 10 
496030		1561 300 	170 1517 
496207	3.1.1.94	373725 13 	53 511866 
496243	2.4.1.-	80751 451129 	345862 23782 
496345	1.1.1.86	19707 286 	95299 4 233 
496385	1.14.13.-	4 45813 184 75 	245 32250 13 
496403		7 13 	115 45 
496430	4.1.1.25	201337 	21 3478 
496454		96123 13 	528106 734 
496479	3.1.1.-	27256 13 	4 17215 
496491	5.1.2.1	290 	752 
496571	2.4.2.1	115 31161 	31162 191 
496695		143121 7 	4 528259 45 
496767	3.6.1.5	131 13 	115 4 221 
496773	2.7.7.70	4 7 528335 	433589 10 
496898	2.6.1.92	51922 382 	416802 342 
496910	5.5.1.11	528447 	4 491073 
496968	5.4.2.10	479502 	75717 
497005	6.2.1.3	9059 7 172 	4 2774 9 10 
497013	1.4.1.1	245 620 13 	4 217 170 1054 
497020	2.7.7.3	20995 4 7 	10 114140 
497027	1.1.1.327	245 32010 	81794 4 184 
497113	3.1.2.6	1225 13 	752 4 1015 
497114	3.5.1.25	2365 13 	53 517 
497358	2.4.1.227	2642 51962 	169266 4 559 
497375	3.3.1.1	2861 13 	24708 39460 
497417	1.7.2.1	357622 13 	4 27 
497418	1.14.13.20	4 19833 233 75 	137620 13 286 
497447	1.17.99.5	2546 4 26152 13 	2544 26151 
497517	6.3.2.9	132723 7 5767 	115 4 528879 45 
497532	1.14.19.m	4 257255 75 	240981 13 
497575	3.6.3.8	273765 7 13 	273765 115 4 45 
497596		3874 4 184 75 	245 1816 266 13 
497678	1.3.8.-	38019 4 1173 	1175 90444 
497704	3.1.3.1	929 13 	115 1213 
497718	3.2.1.167	165050 13 	10272 97 9239 
497759	2.5.1.49	3516 54830 	4 53 20015 
497800	2.1.1.103	0 11506 	79347 4 5 
497840	2.3.1.61	187504 2047 	177093 172 
497869	2.1.1.163	0 478060 	4 5 478061 
497871	2.1.1.-	0 394192 	4 5 529159 
498048	3.5.4.13	92038 13 	57961 217 
498055	2.1.1.104	0 67104 	4 5 70254 
498094	2.4.1.-	42018 460 	4 45 1390 
498104	2.5.1.47	1194 5964 	4 53 20248 
498108	4.2.3.63	66 	288845 10 
498170	2.7.1.24	7 114140 	4 172 45 
498197	3.1.1.-	304558 13 	67713 4 53 
498198	1.14.16.4	8466 6020 12904 75 	22882 20878 
498295	2.7.8.36	158114 10988 	1446 218670 
498374	1.1.1.178	8309 307290 	8228 1054 
498383	1.14.13.110	4 233 75 4814 	13 286 249228 
498427	1.3.1.21	33730 286 	33729 4 233 
498438	2.7.6.3	7056 7 	6771 9 
498441	1.4.1.9	176 245 13 	19 4 184 120 
498503	5.2.1.2	116930 	116930 
498546	2.3.1.-	233 	529651 13 286 
498561	2.1.1.114	115024 687 	431556 4 2861 
498698	6.2.1.4	73490 5290 172 	73491 115 476 
498749	2.7.1.48	5765 192981 	4 5769 23135 
498751	6.3.5.9	2534 237445 7 13 	115 30597 342 45 
498837	2.7.1.43	97 7 9239 	74277 4 45 
498844	2.1.1.144	129457 687 	296976 2861 
498907	2.7.6.2	7 1995 	9 1069 
498913	4.3.1.18	53138 	4 217 170 
498923	2.5.1.10	18860 30 	66 10 
498936	4.2.1.20	61456 157828 	12096 350343 13 
499004	1.2.1.31	4 182969 13 	57747 
499007	1.3.1.82	228519 286 	4 329216 233 
499021	1.13.11.-	14935 75 	4 529990 
499063	2.4.1.170	602 128575 	4 83576 559 
499084	1.1.1.-	6033 286 	4 135 233 
499131	2.4.1.137	209 17762 	4 530066 559 
499164	1.14.13.-	4 32694 233 75 	50412 13 286 
499182		508258 	4 203 
499314	1.3.1.21	16995 286 	4 530205 233 
499327	2.7.7.-	37428 1804 	64400 10 
499335	3.1.4.35	13 10799 	9826 4 
499356	1.4.3.22	75 13 11454 	4 217 121 3867 
499358	1.13.11.6	5032 75 	4 111720 
499477	1.5.8.3	44899 13 	55 1816 
499479	3.1.3.3	13 141903 	115 157828 
499536		3296 350383 	2050 94629 
499578	2.4.1.17	12880 557 	530416 559 
499709	2.4.1.129	169266 106548 72471 	106548 72471 183 
499753	2.1.1.-	0 398545 	4 5 530532 
499756	6.2.1.17	849 2050 5765 	10 13358 19375 
499831	1.3.1.-	226090 286 	4 233 530599 
499863	4.5.1.-	66847 	306452 4 765 
499921	2.7.1.8	513 7 	4 516 517 45 
500035	6.1.1.20	338 4 7 	9 10 
500070		849 4 	849 4 
500098	1.8.5.1	1015 1657 	4 203 3166 
500110	3.1.3.-	431263 13 	115 28827 
500116	4.1.1.50	687 	21 18494 
500141	1.14.13.-	4 507505 233 75 	530840 13 286 
500164	3.1.3.-	13 286 	115 245 
500182	2.3.1.15	209 1709 	8356 172 
500217		159162 	530894 
500238	1.14.13.-	4 286195 233 75 	244003 13 286 
500305	2.4.2.1	59569 115 	31162 191 
500316		386 	386 
500361	4.1.1.72	337 4 	21 70824 
500425	1.4.1.2	245 342 13 	217 1054 382 
500427	2.4.1.138	2642 531060 	4 531061 559 
500593	4.1.1.-	4 173178 	36561 21 
500610	3.7.1.12	13 414 	416 4 415 
500676		531226 4 	292751 
500694	2.1.1.114	0 137706 	4 5 109757 
500918	1.1.1.274	233 471432 	15366 286 
501040	2.3.1.-	186 134927 	172 438010 
501066		1426 	1426 
501078	[1.1.1.358, 1.1.1.214, 1.1.1.168]	76943 286 	76945 4 233 
501151	5.4.99.7	84876 	48767 
501158	1.1.1.42	5587 286 	21 233 382 
501168	1.1.1.1	4 33002 1054 	64721 245 
501198	2.4.2.1	115 31161 	31162 191 
501244	4.2.1.33	64138 	177975 
501255		531226 4 	531663 
501268	3.1.3.82	13 263322 	433588 115 
501306	3.5.1.78	75715 13 	25705 1770 
501334	5.3.3.3	161097 	668 
501613	2.7.4.6	7 78891 	40402 4 45 
501667	3.2.2.7	39460 13 	282 198585 
501674	1.1.1.107	245 41081 	302197 4 184 
501729	3.2.1.-	532019 13 	91985 532020 
501735	3.6.3.2	7 7322 13 	115 7322 45 
501870	2.7.1.-	5765 43436 	4 5769 138060 
501899	2.8.3.8	53 43710 	3879 186 
501927	3.1.2.27	26153 13 	4 26151 172 
501965	3.5.4.10	13 8366 	4003 
501969		333775 13 	333776 1194 
502103	2.1.1.115	0 532307 	4 5 532308 
502122		18860 	532319 10 
502144	4.1.1.32	696 5290 	21 1561 476 
502146	2.7.1.21	8259 7 	40965 45 
502230	1.14.13.129	3652 4 184 75 	245 1658 13 
502369	2.1.1.144	129457 16436 	296976 16437 
502475		64953 	18371 
502482	3.5.2.2	13 106686 	313398 4 
502514	2.2.1.2	159942 932 	67042 16020 
502618	2.1.1.-	0 224467 	4 5 532695 
502621	2.7.8.23	200663 4 	21 126142 
502660	1.6.99.6	4 233 36830 	286 36831 
502680	1.2.1.11	532745 2386 115 	2386 264403 
502711		15889 	403 4 13 
502755	4.6.1.2	5290 	10 10799 
502827		880 2649 	882 69942 
502867		29058 	369294 
502868	1.14.13.-	4 532877 233 75 	532878 13 286 
502877	1.4.1.11	245 13 23454 	185361 4 217 1054 
503079	5.3.1.12	355892 	533052 
503102	2.1.1.64	23533 687 	4176 4 2861 
503184	2.4.1.141	2642 533141 	4 459597 559 
503236	4.1.1.-	4 255572 	21 8540 
503246	1.1.1.36	245 1022 	4 184 572 
503255	4.1.1.44	37473 	37474 21 
503358		15889 	403 13 
503414	2.7.8.13	378687 10988 	1446 81486 
503423		19378 	243072 
503481		9642 	9642 
503518	4.2.1.-	93301 	73674 13 
503573		487470 286 	4 7092 487471 233 
503657	1.2.1.12	115 932 245 	19602 4 1054 
503769	4.2.1.-	5214 	4 13 243837 
503815	2.5.1.-	62465 1042 	62465 10 
503885	3.5.5.7	156007 13 	4518 120 
503898	1.13.11.2	1010 75 	4 8540 
503964	3.1.3.21	209 13 	1426 115 
504009	1.2.1.-	143264 13 286 	4 233 29613 
504034	2.4.1.1	432 115 	145 262953 
504129	1.3.1.76	245 58860 	4 184 273580 
504384		10105 602 	4 534063 559 
504389	1.3.1.-	266743 286 	381239 4 233 
504414	2.1.1.163	320 47443 	4 42501 281327 
504473	1.3.1.25	245 534128 	1010 21 1054 
504586	2.4.2.-	115 9037 	2176 31162 
504661	2.4.1.300	10835 185151 	4 534284 10837 
504788		72 47679 	72 47679 
504838		1256 	1256 
504877	1.1.1.1	245 1213 	416 4 1054 
504955	4.1.1.96	106528 4 	21 60815 
505073		4 534564 	21 534565 
505152	4.1.2.30	318730 	416 8310 
505171	1.1.1.251	372 245 	4 534638 184 
505286		534718 18170 13 	259 4 886 1015 
505342		4 7055 	4 7055 
505403	4.1.99.11	85 34984 	148488 
505466	1.3.1.72	162106 286 	107570 4 233 
505477		436663 75 	4 13 158639 
505513	2.6.1.18	20757 19866 	170 534884 
505525		506703 	534889 
505610	2.3.-.-	186 418250 13 	534956 4 172 
505686	3.1.2.4	321862 13 	44439 172 
505708	2.1.1.95	0 121906 	4 5 535040 
505881	2.7.7.23	2641 4 1804 	2642 10 
505930	1.14.3.-	4 415900 75 	234435 13 
505961	1.5.1.23	535224 245 13 	6708 4 184 170 
506046	1.14.19.f	4 257255 75 	13 288074 
506147	3.1.1.24	13 474698 	4 257199 
506210	1.1.1.-	4 47303 184 	245 535425 
506220	3.1.1.81	207554 13 	4 217663 
506272	2.8.3.10	31712 4 	53 
506335	4.2.3.48	66 13 	10 390889 
506386	2.1.2.2	23645 543 	4 2728 23646 
506482	3.5.4.17	4 9 13 	120 8366 
506488	3.1.1.-	535632 13 	4 1275 271 
506569		4 57245 	4 57245 
506595	2.3.1.32	3296 34742 	2050 272992 
506606	2.1.1.114	0 386126 	4 5 386127 
506607	2.7.7.53	7 45 	115 12251 
506711	1.1.1.270	82034 286 	136129 4 233 
506809		10478 	4547 3491 13 
506870		4 535895 	21 384351 
506954	2.4.1.-	127330 602 	347550 559 
507011	6.3.2.8	26518 7 620 	132723 115 4 45 
507080	2.7.7.63	4 7 109801 	10 268 
507095	6.3.4.5	22086 7 7626 	73381 9 10 
507115	2.7.1.-	7 4814 	4 536061 45 
507129	4.1.1.3	696 	21 170 
507198	1.14.13.-	107107 4 233 75 	496722 13 286 
507239	3.5.1.63	43921 13 	53 9642 
507383	2.4.1.-	602 363039 	4 363040 559 
507450	5.5.1.7	4 278238 	128393 
507483	3.1.1.95	374558 13 	482934 4 40 
507513		483 7 2764 13 	115 483 2764 45 
507514	6.3.4.5	4736 7 51401 	4 9 10 51402 
507569	2.7.7.13	4 5290 1803 	4345 10 
507758	4.3.1.1	45761 	4 85 217 
507797		15888 401 	15888 401 
507878	2.4.2.10	89396 10 	21635 331 
507895	2.4.1.-	602 	4 536611 559 
507905	1.1.1.-	4 233 12558 	8514 286 
507911	2.3.1.-	96049 4 70254 	172 112414 
507938		105058 	105058 
507978	[4.3.1.23, 4.3.1.25]	8810 	120 42857 
508012	2.4.1.-	536706 602 	4 74778 559 
508134	4.5.1.-	482717 	94961 4 765 
508174	3.2.1.23	35872 13 	854 527 
508184	4.2.3.26	115 13 	10 536835 
508187	2.2.1.2	932 2634 	67042 16020 
508202	2.7.8.15	2642 23782 	209411 1446 
508227	1.1.1.19	48318 286 	4 233 31211 
508230	1.1.1.271	7364 286 	4 233 33260 
508285	2.3.1.-	5296 4 82334 	21 32155 172 
508311	1.16.1.7	259 245 	184 18170 
508316	1.1.1.25	2386 181865 	2386 4 181866 
508469	2.3.1.-	3570 4 13 	21 172 100557 
508505	4.1.1.74	4 34117 	21 1273 
508545	2.1.1.64	56981 687 	58561 4 2861 
508630	1.1.1.23	245 511050 13 	4 184 10489 
